brand,img_url,price
omega,https://cdn2.chrono24.com/images/uhren/images_15/s5/13625515_s210_v1579192487477.jpg,935
omega,https://cdn2.chrono24.com/images/uhren/images_75/s7/13953775_s210_v1580299782453.jpg,699
omega,https://cdn2.chrono24.com/images/uhren/images_49/s5/13711549_s210_v1581571666667.jpg,1299
omega,https://cdn2.chrono24.com/images/uhren/images_83/s4/13625483_s210_v1579192069098.jpg,978
omega,https://cdn2.chrono24.com/images/uhren/images_59/s8/10311859_s210_v1580076345044.jpg,1326
omega,https://cdn2.chrono24.com/images/uhren/images_13/s5/13825513_s210_v1579874304845.jpg,1722
omega,https://cdn2.chrono24.com/images/uhren/images_27/s9/11650927_s210_v1562854870119.jpg,3370
omega,https://cdn2.chrono24.com/images/uhren/images_32/s5/13210532_s210_v1576184414415.jpg,3350
omega,https://cdn2.chrono24.com/images/uhren/images_41/s1/9693141_s210.jpg?v=1543335084067,7569
omega,https://cdn2.chrono24.com/images/uhren/images_90/s2/13040290_s210_v1574700727464.jpg,5995
omega,https://cdn2.chrono24.com/images/uhren/images_64/s3/13620364_s210_v1579182763339.jpg,4300
omega,https://cdn2.chrono24.com/images/uhren/images_89/s6/14139689_s210_v1581013479870.jpg,2950
omega,https://cdn2.chrono24.com/images/uhren/images_39/s0/13467039c_s210_v1578553424060.jpg,799
omega,https://cdn2.chrono24.com/images/uhren/images_62/s0/10778062_s210_v1553253352387.jpg,4850
omega,https://cdn2.chrono24.com/images/uhren/images_79/s6/14091679_s210_v1580838738314.jpg,799
omega,https://cdn2.chrono24.com/images/uhren/images_24/s7/13094724_s210_v1575208052675.jpg,14500
omega,https://cdn2.chrono24.com/images/uhren/images_27/s7/12346727_s210_v1568033560113.jpg,5868
omega,https://cdn2.chrono24.com/images/uhren/images_17/s7/9345717_s210.jpg?v=1539439573136,1450
omega,https://cdn2.chrono24.com/images/uhren/images_69/s0/13742069_s210_v1579611749075.jpg,2250
